Sentiment,HelpFul,Title,Review
1,1,Workmanship quality does not meet my expectations,The picture did not line up with adjacent panel. Stitching was crooked and fold in material as well so does night align
5,0,So cute!!,So adorable!!! They are silky and don’t wrinkle easily and they fit perfectly in my daughter’s new cat bedroom! 
5,0,Product is great,Used it as a back drop for a play. It worked wonders.
5,0,Silk feel pretty curtains,Very pretty sunset without being overpowering. Silky feel fabric. Hangs well.  Not see through but lets some light through
2,0,seller does not respond,"it took along time to come in and it is very colorful but it had stains at the bottom.  seller does not get back to me, i have sent pictures .  not happy with sellers lack of customer service"
5,0,nice in my dayton office,looks great in my office.
5,0,Excellent item,Good quality
1,0,Cheap looking,Cheap material and looks it when hung.<br />Would not have purchased if I had a “do over”
5,0,Love it !!,Love it
4,1,If you have time to wait for these curtain and they have them in your size. I say go for it.,"The curtain has brilliant colors,  it lets the light in but you can't see in from outside,  even at night.  I couldn't get them in 54"" long so I had to cut and hem before I could use them.  Which was a lot because I had 2 set to cover the windows.  I won't do that again.  All on all they make the room look good and my son is happy.  It took a long time for them to arrive."
5,0,DELIVERY WAS FAST! I LIKE THAT,"I received my window treatment unexpectedly today when initially I was told it takes up to 3 weeks post purchase. I am so impressed! I love the color and graphic design of the curtains and they fit in perfectly to my oriental living room design. Thank you so much for existing as a company, I will be back for more in the future."
2,7,Too light with the natural sunlight shinning through. Doesn't look good at all,I am definitely not happy with my purchase. The curtains DO NOT LOOK LIKE the picture online. They should show how the curtains look on actual windows with REAL light coming in. When I put the curtains up with the natural light shinning through the curtains were too light like almost see through. It just doesn't look good in my opinion AT ALL! I wish the curtains had a black backing on it. They didn't feel like they were worth what I paid for- almost 70 dollar curtains and this is what I got? They felt cheap and thin. Not sure how they would hold up in the washer? I am just not pleased with these curtains AT ALL. Extremely disappointed and returned them already 
5,0,Very pretty,"This is most I ever spent on curtains but it is very pretty. If the price was right, I would make another purchase but on examining how the curtain is made, I can buy some fabrics/materials and make my own less than 1/3 of the price."
5,0,My Yosemite Falls Curtains are Beautiful!,"The printing is beautiful, the construction is great.  The size is exactly what I ordered.  They arrived quickly.  These curtains look awesome when the sun is shining from behind.  They made a huge difference in my cooling bill over the summer.  I'm super happy with this purchase."
5,0,"Great quality , great curtains to watch the flashes of a lightning/thunderstorm through at night.",Beautiful colors that give your room a warm glow with the light enhancing the bright colors during the daylight. At night the darkness deepens the watercolors of the curtains for a variety of appearances from the same set of curtains.
5,0,looks great,"printed photo looks great. thickness of curtains was good, but I was looking for more of a black out curtain effect so I just bought another set of white black out curtains and placed on a separate pole behind these on wall.  I got these curtains at during the early part of pandemic so they arrived a little late but look amazing,  having this ""ocean view"" added to the home helped brighten and cheer up the mood while everyone had to stay indoors for quarantine.<br />I would recommend this product."
5,0,Badass,"Looks amazing, hella expensive but I love it."
4,0,Arrived early!,"Ok, not the most important, but was surprised it took 5 days when I was expecting 5 weeks! It's exactly what I was looking for. Scenic, good fabric. Only issue is minor one. From looking at photo in description, was expecting better detail. But for the price, I'm happy with it.<br><br>If Amazon is monitoring this, the package has arrived!"
4,0,Love the pattern!,I really love these curtains. They seem to be well made. Only problem is the design looks purplish instead of dark brown especially when back lighted by the sun. Not sheer. Think they give privacy but haven't tested this at night yet.
5,0,Great big curtains,Love the barn door image!
5,0,es hermosa,es realmente hermosa
4,0,Was expecting more for the money,"Very thin,image was messed up as it didn't match up with the two so looks weird.couldnt put them together right or it looked off."
5,0,Beautiful!!!,Absolutely beautiful in my apartment! I love them!!!! 
5,0,Love it,"Great detail, rich colors. Very opaque, like a blackout curtain. Perfect for hiding the messy look of my homemade clothes hanging closet in my bedroom—makes the wardrobe end of the room look like a forest. Very peaceful and relaxing compliment to the room. Would buy again."
4,0,gorgeous.,Beautiful.Go for it.You will love them.
5,0,Pretty picture curtains,So I thought the orchids were on the opposite side 
5,0,absolutely gorgeous!,"This curtain adds a tropical, lovely look to the house. It really adds interest and has the hand painted look."
5,0,LOVE THESE!,They are so beautiful!
5,0,Sunflower pattern,Love the sunflower pattern on these when the sunlight hits just the right amount rod light comes in. Was originally<br>considering  darkening curtains as I was nervous about how see through they would be but I didn’t need them at all!
4,0,Playful print and not too heavy,"I have this Ambessone European print pair of curtain panels in 120” length.  I use it as a floor to ceiling room divider between my bed and my office space.<br /><br />It is not completely black out, but its opaque enough that no one can see through either side even at night with a light on.  That it’s not full blackout is fine for me. I love how my color changing LED bulb in my office plays against the charming illustration of this Italian scene.  It turns it into a gently glowing tapestry next to my bed with my set up.<br /><br />It is double layered white material that’s a little satin in shine.  The ink is smooth and I textured against the fabric.<br />I am annoyed by this barcode printed right on the back edge of the panel you’ll see in my attached photo.  It makes the curtain look cheaper.<br /><br />I washed it when I got it—did fine in my Washing machines and dryer.  I did not use bleach."
